Timestamp,Vehicle_Count
2022-02-14 20-47-53,3
2022-02-14 21-00-14,3
2022-02-14 21-05-34,1
2022-02-14 21-09-14,0
2022-02-14 21-14-34,0
2022-02-14 21-19-54,0
2022-02-14 21-25-15,3
2022-02-14 21-30-15,1
2022-02-14 21-34-15,2
2022-02-14 21-38-55,1
2022-02-14 21-43-55,2
2022-02-14 21-48-15,2
2022-02-14 21-52-35,2
2022-02-14 21-58-36,1
2022-02-14 22-04-56,4
2022-02-14 22-09-36,1
2022-02-14 22-11-56,2
2022-02-14 22-20-36,0
2022-02-14 22-25-37,2
2022-02-14 22-29-17,2
2022-02-14 22-40-37,1
2022-02-14 22-44-37,0
2022-02-14 22-50-17,1
2022-02-14 22-54-18,1
2022-02-14 22-58-58,0
2022-02-14 23-05-18,2
2022-02-14 23-09-18,4
2022-02-14 23-13-18,1
2022-02-14 23-19-59,0
2022-02-14 23-24-19,3
2022-02-14 23-29-19,0
2022-02-14 23-33-19,1
2022-02-14 23-40-19,0
2022-02-14 23-44-39,1
2022-02-14 23-48-39,0
2022-02-14 23-55-20,3
2022-02-15 00-01-40,0
2022-02-15 00-08-00,1
2022-02-15 00-20-01,0
2022-02-15 00-24-21,0
2022-02-15 00-29-21,0
2022-02-15 00-35-02,1
2022-02-15 00-38-42,0
2022-02-15 00-45-22,0
2022-02-15 00-49-42,0
2022-02-15 00-54-02,0
2022-02-15 00-59-22,0
2022-02-15 01-04-43,2
2022-02-15 01-08-23,0
2022-02-15 01-14-23,0
2022-02-15 01-19-23,1
2022-02-15 01-29-04,0
2022-02-15 01-33-24,0
2022-02-15 01-41-44,0
2022-02-15 01-44-04,0
2022-02-15 01-50-24,0
2022-02-15 01-59-45,0
2022-02-15 02-05-05,0
2022-02-15 02-09-05,0
2022-02-15 02-14-45,0
2022-02-15 02-19-46,0
2022-02-15 02-25-46,1
2022-02-15 02-28-46,0
2022-02-15 02-35-06,0
2022-02-15 02-39-26,1
2022-02-15 02-44-27,0
2022-02-15 02-51-07,0
2022-02-15 02-54-27,0
2022-02-15 02-59-27,0
2022-02-15 03-03-47,0
2022-02-15 03-10-47,0
2022-02-15 03-14-48,0
2022-02-15 03-20-08,2
2022-02-15 03-26-08,0
2022-02-15 03-29-28,0
2022-02-15 03-34-28,0
2022-02-15 03-38-49,0
2022-02-15 03-43-49,0
2022-02-15 03-50-09,0
2022-02-15 03-54-29,0
2022-02-15 03-58-49,0
2022-02-15 04-03-49,0
2022-02-15 04-08-10,0
2022-02-15 04-13-10,0
2022-02-15 04-19-50,0
2022-02-15 04-26-10,0
2022-02-15 04-29-31,0
2022-02-15 04-35-51,0
2022-02-15 04-40-11,0
2022-02-15 04-40-51,0
2022-02-15 04-43-51,0
2022-02-15 04-50-11,0
2022-02-15 04-53-51,0
2022-02-15 04-58-51,1
2022-02-15 05-04-32,1
2022-02-15 05-09-12,0
2022-02-15 05-15-12,1
2022-02-15 05-19-52,0
2022-02-15 05-24-32,0
2022-02-15 05-28-12,0
2022-02-15 05-32-33,0
2022-02-15 05-37-33,2
2022-02-15 05-43-53,0
2022-02-15 05-48-13,0
2022-02-15 05-53-33,1
2022-02-15 05-58-34,1
2022-02-15 06-02-34,1
2022-02-15 06-10-34,3
2022-02-15 06-14-14,1
2022-02-15 06-19-15,2
2022-02-15 06-24-35,1
2022-02-15 06-29-15,0
2022-02-15 06-34-55,2
2022-02-15 06-39-15,6
2022-02-15 06-43-16,2
2022-02-15 06-50-36,6
2022-02-15 06-55-16,9
2022-02-15 07-01-56,6
2022-02-15 07-05-16,6
2022-02-15 07-09-16,6
2022-02-15 07-15-17,10
2022-02-15 07-22-57,12
2022-02-15 07-25-57,10
2022-02-15 07-29-37,9
2022-02-15 07-35-17,13
2022-02-15 07-39-38,13
2022-02-15 07-45-18,15
2022-02-15 07-51-38,10
2022-02-15 07-57-38,13
2022-02-15 08-01-59,12
2022-02-15 08-04-59,18
2022-02-15 08-11-19,14
2022-02-15 08-20-59,12
2022-02-15 08-26-19,21
2022-02-15 08-31-20,17
2022-02-15 08-42-00,13
2022-02-15 08-46-40,17
2022-02-15 08-51-00,16
2022-02-15 08-56-40,15
2022-02-15 09-00-20,8
2022-02-15 09-05-21,7
2022-02-15 09-11-21,10
2022-02-15 09-15-21,9
2022-02-15 09-22-41,9
2022-02-15 09-30-22,8
2022-02-15 09-34-42,6
2022-02-15 09-41-22,9
2022-02-15 09-46-42,14
2022-02-15 09-51-22,9
2022-02-15 10-02-43,11
2022-02-15 10-07-23,5
2022-02-15 10-11-03,10
2022-02-15 10-15-43,9
2022-02-15 10-21-04,6
2022-02-15 10-31-24,4
2022-02-15 10-36-04,4
2022-02-15 10-42-24,7
2022-02-15 10-45-24,9
2022-02-15 10-50-24,11
2022-02-15 10-56-45,10
2022-02-15 11-00-25,7
2022-02-15 11-06-05,6
2022-02-15 11-11-05,7
2022-02-15 11-15-25,7
2022-02-15 11-22-05,5
2022-02-15 11-27-05,3
2022-02-15 11-31-26,9
2022-02-15 11-36-06,7
2022-02-15 11-40-46,10
2022-02-15 11-47-26,3
2022-02-15 11-51-06,6
2022-02-15 11-56-07,11
2022-02-15 12-02-27,8
2022-02-15 12-05-47,7
2022-02-15 12-12-27,2
2022-02-15 12-16-47,7
2022-02-15 12-21-07,10
2022-02-15 12-28-47,11
2022-02-15 12-30-28,6
2022-02-15 12-35-48,4
2022-02-15 12-41-48,8
2022-02-15 12-46-48,4
2022-02-15 12-55-28,10
2022-02-15 12-56-08,5
2022-02-15 13-00-09,8
2022-02-15 13-05-49,9
2022-02-15 13-09-29,6
2022-02-15 13-21-09,5
2022-02-15 13-27-29,12
2022-02-15 13-30-10,6
2022-02-15 13-38-30,2
2022-02-15 13-41-10,4
2022-02-15 13-52-30,8
2022-02-15 13-56-51,10
2022-02-15 14-02-11,12
2022-02-15 14-07-31,6
2022-02-15 14-08-51,9
2022-02-15 14-16-31,10
2022-02-15 14-20-31,10
2022-02-15 14-25-11,9
2022-02-15 14-29-32,6
2022-02-15 14-37-12,9
2022-02-15 14-41-12,10
2022-02-15 14-45-32,12
2022-02-15 14-51-52,7
2022-02-15 14-56-32,5
2022-02-15 15-00-33,10
2022-02-15 15-06-53,11
2022-02-15 15-11-13,7
2022-02-15 15-15-33,9
2022-02-15 15-20-53,11
2022-02-15 15-26-13,13
2022-02-15 15-31-53,7
2022-02-15 15-36-34,5
2022-02-15 15-41-34,7
2022-02-15 15-45-14,6
2022-02-15 15-50-54,1
2022-02-15 15-55-14,10
2022-02-15 16-00-34,7
2022-02-15 16-08-15,5
2022-02-15 16-11-55,11
2022-02-15 16-15-15,5
2022-02-15 16-18-35,3
2022-02-15 16-27-35,8
2022-02-15 16-30-35,8
2022-02-15 16-35-36,5
2022-02-15 16-40-36,15
2022-02-15 16-48-16,9
2022-02-15 16-51-16,8
2022-02-15 16-55-56,10
2022-02-15 17-00-36,9
2022-02-15 17-06-17,10
2022-02-15 17-11-17,14
2022-02-15 17-14-57,12
2022-02-15 17-20-57,5
2022-02-15 17-27-37,8
2022-02-15 17-30-37,12
2022-02-15 17-36-17,13
2022-02-15 17-41-38,12
2022-02-15 17-45-18,8
2022-02-15 17-48-38,14
2022-02-15 17-52-58,9
2022-02-15 17-58-38,13
2022-02-15 18-05-38,12
2022-02-15 18-12-19,11
2022-02-15 18-16-59,13
2022-02-15 18-20-39,16
2022-02-15 18-23-59,12
2022-02-15 18-28-39,8
2022-02-15 18-33-39,8
2022-02-15 18-38-40,10
2022-02-15 18-44-40,8
2022-02-15 18-51-20,12
2022-02-15 18-54-00,9
2022-02-15 18-59-40,13
2022-02-15 19-07-01,8
2022-02-15 19-11-41,13
2022-02-15 19-15-21,5
2022-02-15 19-20-01,8
2022-02-15 19-25-01,8
2022-02-15 19-29-21,7
2022-02-15 19-35-22,7
2022-02-15 19-40-02,11
2022-02-15 19-45-22,4
2022-02-15 19-50-22,4
2022-02-15 19-55-02,3
2022-02-15 19-59-43,3
2022-02-15 20-04-43,1
2022-02-15 20-07-43,4
2022-02-15 20-14-03,2
2022-02-15 20-21-03,1
2022-02-15 20-24-03,2
2022-02-15 20-29-44,1
2022-02-15 20-34-24,0
2022-02-15 20-40-24,5
2022-02-15 20-44-04,4
2022-02-15 20-50-44,6
2022-02-15 20-54-25,5
2022-02-15 20-59-25,0
2022-02-15 21-04-45,0
2022-02-15 21-09-05,1
2022-02-15 21-14-25,2
2022-02-15 21-20-06,4
2022-02-15 21-24-26,1
2022-02-15 21-29-26,2
2022-02-15 21-35-26,0
2022-02-15 21-40-06,1
2022-02-15 21-44-06,2
2022-02-15 21-48-07,2
2022-02-15 21-53-47,0
2022-02-15 21-58-27,2
2022-02-15 22-08-47,0
2022-02-15 22-15-07,2
2022-02-15 22-18-48,3
2022-02-15 22-26-08,2
2022-02-15 22-29-28,0
2022-02-15 22-36-08,5
2022-02-15 22-39-28,1
2022-02-15 22-43-08,2
2022-02-15 22-48-29,0
2022-02-15 22-52-49,3
2022-02-15 22-57-09,0
2022-02-15 23-06-09,3
2022-02-15 23-11-10,1
2022-02-15 23-15-10,0
2022-02-15 23-20-30,0
2022-02-15 23-24-50,1
2022-02-15 23-29-50,3
2022-02-15 23-36-11,2
2022-02-15 23-39-11,2
2022-02-15 23-43-51,0
2022-02-15 23-48-31,0
2022-02-15 23-54-51,0
2022-02-15 23-59-31,2
2022-02-16 00-03-11,1
2022-02-16 00-08-12,0
2022-02-16 00-12-52,0
2022-02-16 00-19-12,2
2022-02-16 00-24-32,1
2022-02-16 00-28-33,0
2022-02-16 00-35-33,2
2022-02-16 00-41-13,0
2022-02-16 00-43-33,0
2022-02-16 00-49-33,1
2022-02-16 00-54-53,0
2022-02-16 00-59-14,1
2022-02-16 01-07-14,1
2022-02-16 01-10-34,1
2022-02-16 01-15-14,0
2022-02-16 01-19-54,0
2022-02-16 01-28-55,0
2022-02-16 01-34-35,0
2022-02-16 01-38-15,0
2022-02-16 01-43-55,1
2022-02-16 01-49-35,0
2022-02-16 01-53-56,0
2022-02-16 01-59-56,0
2022-02-16 02-04-36,0
2022-02-16 02-07-56,0
2022-02-16 02-14-57,0
2022-02-16 02-20-17,1
2022-02-16 02-23-57,0
2022-02-16 02-28-37,0
2022-02-16 02-34-57,0
2022-02-16 02-39-17,0
2022-02-16 02-43-58,0
2022-02-16 02-48-38,0
2022-02-16 02-53-58,0
2022-02-16 02-58-38,0
2022-02-16 03-04-58,0
2022-02-16 03-09-19,0
2022-02-16 03-15-39,1
2022-02-16 03-19-59,0
2022-02-16 03-24-39,1
2022-02-16 03-28-59,0
2022-02-16 03-35-20,0
2022-02-16 03-39-20,0
2022-02-16 03-45-00,0
2022-02-16 03-48-40,0
2022-02-16 03-54-20,0
2022-02-16 04-00-01,0
2022-02-16 04-05-01,0
2022-02-16 04-09-21,1
2022-02-16 04-13-41,0
2022-02-16 04-20-01,0
2022-02-16 04-23-01,0
2022-02-16 04-29-22,0
2022-02-16 04-35-22,0
2022-02-16 04-38-42,0
2022-02-16 04-44-22,0
2022-02-16 04-49-42,0
2022-02-16 04-54-23,0
2022-02-16 04-58-23,0
2022-02-16 05-05-03,0
2022-02-16 05-10-43,1
2022-02-16 05-14-23,0
2022-02-16 05-18-44,1
2022-02-16 05-23-44,0
2022-02-16 05-29-24,0
2022-02-16 05-33-44,0
2022-02-16 05-39-25,0
2022-02-16 05-43-25,0
2022-02-16 05-48-45,1
2022-02-16 05-54-05,1
2022-02-16 05-59-25,0
2022-02-16 06-05-05,2
2022-02-16 06-09-25,0
2022-02-16 06-14-06,2
2022-02-16 06-18-06,0
2022-02-16 06-23-06,1
2022-02-16 06-29-06,1
2022-02-16 06-35-06,3
2022-02-16 06-39-47,0
2022-02-16 06-43-47,3
2022-02-16 06-48-27,7
2022-02-16 06-55-27,3
2022-02-16 06-59-27,7
2022-02-16 07-06-08,8
2022-02-16 07-09-48,8
2022-02-16 07-13-08,8
2022-02-16 07-20-29,8
2022-02-16 07-25-48,12
2022-02-16 07-28-48,13
2022-02-16 07-35-49,15
2022-02-16 07-41-09,12
2022-02-16 07-44-29,14
2022-02-16 07-51-09,12
2022-02-16 07-54-09,8
2022-02-16 08-01-49,4
2022-02-16 08-05-10,8
2022-02-16 08-10-10,10
2022-02-16 08-15-50,12
2022-02-16 08-21-10,11
2022-02-16 08-30-11,7
2022-02-16 08-35-31,9
2022-02-16 08-38-51,6
2022-02-16 08-45-51,9
2022-02-16 08-51-11,6
2022-02-16 08-56-11,9
2022-02-16 09-01-52,10
2022-02-16 09-05-12,10
2022-02-16 09-10-12,13
2022-02-16 09-17-32,11
2022-02-16 09-20-32,11
2022-02-16 09-26-53,12
2022-02-16 09-30-33,19
2022-02-16 09-34-53,13
2022-02-16 09-41-53,14
2022-02-16 09-45-13,12
2022-02-16 09-50-33,12
2022-02-16 09-55-53,8
2022-02-16 10-01-54,7
2022-02-16 10-11-54,12
2022-02-16 10-16-14,15
2022-02-16 10-21-14,7
2022-02-16 10-25-34,12
2022-02-16 10-30-34,8
2022-02-16 10-41-55,7
2022-02-16 10-51-35,8
2022-02-16 10-57-15,6
2022-02-16 11-02-56,8
2022-02-16 11-07-56,10
2022-02-16 11-11-16,12
2022-02-16 11-13-56,8
2022-02-16 11-19-16,9
2022-02-16 11-26-36,3
2022-02-16 11-30-57,6
2022-02-16 11-36-37,13
2022-02-16 11-41-37,11
2022-02-16 11-43-17,8
2022-02-16 11-49-17,10
2022-02-16 11-53-57,5
2022-02-16 12-00-37,6
2022-02-16 12-04-17,7
2022-02-16 12-08-58,4
2022-02-16 12-14-38,4
2022-02-16 12-22-38,13
2022-02-16 12-26-38,10
2022-02-16 12-30-18,9
2022-02-16 12-36-59,9
2022-02-16 12-40-59,14
2022-02-16 12-45-19,11
2022-02-16 12-50-19,7
2022-02-16 12-56-59,7
2022-02-16 13-00-19,13
2022-02-16 13-06-19,6
2022-02-16 13-10-40,8
2022-02-16 13-15-40,8
2022-02-16 13-20-00,5
2022-02-16 13-25-40,6
2022-02-16 13-30-00,6
2022-02-16 13-35-20,4
2022-02-16 13-41-00,8
2022-02-16 13-45-21,8
2022-02-16 13-48-41,2
2022-02-16 13-54-01,4
2022-02-16 13-58-01,6
2022-02-16 14-05-01,8
2022-02-16 14-10-41,8
2022-02-16 14-16-01,7
2022-02-16 14-22-02,7
2022-02-16 14-30-42,10
2022-02-16 14-38-02,7
2022-02-16 14-41-22,4
2022-02-16 14-46-03,16
2022-02-16 14-51-03,9
2022-02-16 14-56-43,6
2022-02-16 14-59-43,5
2022-02-16 15-06-23,10
2022-02-16 15-11-23,13
2022-02-16 15-15-24,8
2022-02-16 15-20-04,7
2022-02-16 15-25-44,4
2022-02-16 15-30-44,7
2022-02-16 15-35-24,4
2022-02-16 15-41-05,6
2022-02-16 15-46-05,9
2022-02-16 15-50-05,8
2022-02-16 15-56-05,4
2022-02-16 16-01-25,8
2022-02-16 16-08-05,12
2022-02-16 16-10-05,10
2022-02-16 16-14-26,8
2022-02-16 16-23-06,10
2022-02-16 16-26-06,6
2022-02-16 16-28-46,5
2022-02-16 16-34-46,7
2022-02-16 16-41-07,10
2022-02-16 16-44-47,11
2022-02-16 16-53-47,6
2022-02-16 16-56-07,6
2022-02-16 17-00-47,9
2022-02-16 17-05-07,2
2022-02-16 17-13-28,9
2022-02-16 17-14-48,4
2022-02-16 17-20-48,8
2022-02-16 17-25-08,8
2022-02-16 17-30-28,9
2022-02-16 17-35-28,11
2022-02-16 17-40-49,10
2022-02-16 17-46-29,10
2022-02-16 17-52-49,13
2022-02-16 17-57-29,9
2022-02-16 18-01-49,12
2022-02-16 18-05-29,11
2022-02-16 18-11-10,11
2022-02-16 18-15-10,11
2022-02-16 18-20-50,14
2022-02-16 18-29-30,15
2022-02-16 18-36-10,11
2022-02-16 18-42-11,15
2022-02-16 18-45-11,13
2022-02-16 18-50-31,9
2022-02-16 18-56-11,13
2022-02-16 19-00-11,12
2022-02-16 19-05-51,9
2022-02-16 19-10-51,3
2022-02-16 19-14-12,6
2022-02-16 19-23-12,8
2022-02-16 19-25-12,7
2022-02-16 19-29-52,9
2022-02-16 19-35-12,7
2022-02-16 19-41-53,9
2022-02-16 19-43-53,5
2022-02-16 19-51-13,1
2022-02-16 19-55-53,2
2022-02-16 19-58-53,3
2022-02-16 20-04-33,1
2022-02-16 20-09-34,2
2022-02-16 20-13-54,3
2022-02-16 20-19-14,5
2022-02-16 20-30-14,2
2022-02-16 20-34-55,2
2022-02-16 20-38-55,2
2022-02-16 20-50-35,3
2022-02-16 20-54-15,1
2022-02-16 20-59-36,1
2022-02-16 21-04-36,1
2022-02-16 21-08-36,2
2022-02-16 21-13-56,3
2022-02-16 21-20-36,4
2022-02-16 21-23-57,0
2022-02-16 21-28-57,1
2022-02-16 21-36-37,5
2022-02-16 21-37-57,1
2022-02-16 21-48-37,4
2022-02-16 21-52-38,3
2022-02-16 21-57-58,0
2022-02-16 22-12-18,5
2022-02-16 22-13-59,2
2022-02-16 22-24-19,1
2022-02-16 22-29-59,0
2022-02-16 22-35-19,3
2022-02-16 22-39-20,3
2022-02-16 22-44-40,2
2022-02-16 22-49-20,0
2022-02-16 23-00-00,1
2022-02-16 23-06-20,0
2022-02-16 23-08-41,1
2022-02-16 23-14-01,3
2022-02-16 23-20-21,0
2022-02-16 23-24-21,1
2022-02-16 23-29-21,1
2022-02-16 23-35-22,1
2022-02-16 23-39-22,1
2022-02-16 23-44-22,0
2022-02-16 23-50-02,1
2022-02-16 23-59-23,0
2022-02-17 00-02-43,1
2022-02-17 00-08-03,2
2022-02-17 00-13-43,0
2022-02-17 00-18-43,0
2022-02-17 00-25-03,0
2022-02-17 00-27-23,0
2022-02-17 00-34-24,0
2022-02-17 00-39-24,0
2022-02-17 00-43-04,1
2022-02-17 00-48-04,0
2022-02-17 00-53-05,0
2022-02-17 00-57-25,0
2022-02-17 01-05-05,0
2022-02-17 01-09-05,0
2022-02-17 01-14-05,0
2022-02-17 01-18-46,0
2022-02-17 01-24-06,0
2022-02-17 01-29-26,0
2022-02-17 01-34-46,0
2022-02-17 01-41-06,0
2022-02-17 01-44-06,0
2022-02-17 01-50-07,0
2022-02-17 01-54-47,0
2022-02-17 02-00-07,0
2022-02-17 02-04-47,0
2022-02-17 02-11-07,0
2022-02-17 02-13-48,0
2022-02-17 02-21-08,0
2022-02-17 02-24-28,0
2022-02-17 02-28-08,0
2022-02-17 02-33-08,0
2022-02-17 02-40-29,0
2022-02-17 02-44-29,0
2022-02-17 02-50-09,0
2022-02-17 02-56-09,0
2022-02-17 03-00-49,0
2022-02-17 03-10-50,0
2022-02-17 03-14-30,0
2022-02-17 03-20-50,0
2022-02-17 03-25-50,0
2022-02-17 03-28-50,0
2022-02-17 03-34-31,0
2022-02-17 03-38-51,0
2022-02-17 03-45-11,0
2022-02-17 03-50-11,0
2022-02-17 03-53-51,0
2022-02-17 03-58-52,0
2022-02-17 04-05-12,0
2022-02-17 04-08-12,0
2022-02-17 04-15-12,0
2022-02-17 04-20-32,0
2022-02-17 04-23-12,0
2022-02-17 04-29-33,0
2022-02-17 04-33-13,0
2022-02-17 04-39-13,0
2022-02-17 04-43-53,0
2022-02-17 04-48-33,0
2022-02-17 04-59-14,0
2022-02-17 05-05-14,0
2022-02-17 05-08-34,0
2022-02-17 05-14-34,0
2022-02-17 05-20-15,0
2022-02-17 05-25-35,0
2022-02-17 05-29-35,0
2022-02-17 05-33-15,0
2022-02-17 05-39-55,0
2022-02-17 05-44-56,0
2022-02-17 05-49-36,0
2022-02-17 05-53-16,0
2022-02-17 05-58-36,0
2022-02-17 06-03-16,1
2022-02-17 06-09-17,0
2022-02-17 06-13-37,0
2022-02-17 06-20-17,0
2022-02-17 06-23-57,4
2022-02-17 06-29-17,1
2022-02-17 06-33-57,2
2022-02-17 06-39-18,2
2022-02-17 06-43-18,4
2022-02-17 06-51-18,7
2022-02-17 06-54-18,3
2022-02-17 06-59-58,4
2022-02-17 07-10-39,6
2022-02-17 07-13-59,7
2022-02-17 07-20-59,9
2022-02-17 07-26-19,6
2022-02-17 07-32-20,9
2022-02-17 07-35-20,8
2022-02-17 07-42-00,16
2022-02-17 07-45-40,17
2022-02-17 07-52-00,13
2022-02-17 07-54-40,17
2022-02-17 08-02-41,14
2022-02-17 08-06-41,12
2022-02-17 08-10-41,15
2022-02-17 08-13-41,18
2022-02-17 08-18-21,13
2022-02-17 08-24-01,14
2022-02-17 08-30-22,13
2022-02-17 08-36-42,19
2022-02-17 08-40-02,10
2022-02-17 08-45-42,14
2022-02-17 08-49-02,5
2022-02-17 08-54-23,14
2022-02-17 09-00-23,13
2022-02-17 09-06-23,11
2022-02-17 09-12-03,7
2022-02-17 09-15-03,11
2022-02-17 09-20-03,15
2022-02-17 09-28-44,10
2022-02-17 09-33-44,9
2022-02-17 09-39-24,3
2022-02-17 09-43-24,0
2022-02-17 09-55-24,6
2022-02-17 09-59-05,11
2022-02-17 10-06-45,7
2022-02-17 10-10-25,10
2022-02-17 10-15-45,7
2022-02-17 10-26-45,8
2022-02-17 10-30-26,6
2022-02-17 10-35-26,9
2022-02-17 10-41-26,8
2022-02-17 10-46-46,9
2022-02-17 10-50-26,7
2022-02-17 10-57-27,8
2022-02-17 11-00-27,6
2022-02-17 11-06-07,4
2022-02-17 11-12-27,7
2022-02-17 11-15-27,5
2022-02-17 11-20-27,5
2022-02-17 11-30-48,6
2022-02-17 11-37-28,4
2022-02-17 11-42-28,4
2022-02-17 11-46-48,5
2022-02-17 11-51-08,3
2022-02-17 11-57-28,3
2022-02-17 12-00-48,7
2022-02-17 12-07-29,6
2022-02-17 12-14-09,4
2022-02-17 12-15-49,8
2022-02-17 12-21-09,5
2022-02-17 12-24-49,3
2022-02-17 12-37-50,7
2022-02-17 12-39-50,4
2022-02-17 12-46-50,7
2022-02-17 12-54-10,7
2022-02-17 12-56-10,4
2022-02-17 12-59-50,10
2022-02-17 13-07-51,9
2022-02-17 13-12-11,5
2022-02-17 13-15-11,6
2022-02-17 13-21-31,10
2022-02-17 13-27-11,6
2022-02-17 13-32-31,3
2022-02-17 13-37-51,14
2022-02-17 13-41-52,9
2022-02-17 13-45-32,9
2022-02-17 13-48-12,7
2022-02-17 13-53-32,15
2022-02-17 13-58-52,5
2022-02-17 14-03-12,2
2022-02-17 14-08-32,5
2022-02-17 14-18-33,11
2022-02-17 14-20-33,11
2022-02-17 14-26-13,7
2022-02-17 14-31-13,9
2022-02-17 14-37-33,13
2022-02-17 14-41-34,9
2022-02-17 14-45-34,6
2022-02-17 14-55-14,5
2022-02-17 14-56-14,4
2022-02-17 15-00-34,5
2022-02-17 15-07-54,6
2022-02-17 15-12-34,7
2022-02-17 15-18-35,5
2022-02-17 15-26-55,8
2022-02-17 15-29-55,14
2022-02-17 15-33-55,4
2022-02-17 15-41-56,3
2022-02-17 15-45-16,3
2022-02-17 15-50-56,5
2022-02-17 15-56-36,6
2022-02-17 16-00-16,10
2022-02-17 16-05-56,4
2022-02-17 16-12-17,6
2022-02-17 16-17-17,3
2022-02-17 16-26-17,10
2022-02-17 16-29-17,7
2022-02-17 16-40-58,14
2022-02-17 16-45-18,9
2022-02-17 16-51-38,11
2022-02-17 16-55-58,11
2022-02-17 17-00-38,4
2022-02-17 17-05-18,1
2022-02-17 17-12-19,8
2022-02-17 17-14-59,12
2022-02-17 17-21-59,12
2022-02-17 17-26-19,8
2022-02-17 17-31-59,10
2022-02-17 17-35-39,7
2022-02-17 17-41-40,8
2022-02-17 17-47-40,8
2022-02-17 17-51-00,4
2022-02-17 17-54-00,11
2022-02-17 18-00-40,12
2022-02-17 18-05-20,13
2022-02-17 18-09-40,12
2022-02-17 18-21-01,15
2022-02-17 18-29-41,13
2022-02-17 18-40-41,12
2022-02-17 18-46-02,10
2022-02-17 18-50-42,11
2022-02-17 18-54-22,6
2022-02-17 19-00-42,8
2022-02-17 19-04-42,8
2022-02-17 19-14-03,10
2022-02-17 19-15-23,8
2022-02-17 19-20-03,4
2022-02-17 19-24-03,7
2022-02-17 19-29-43,5
2022-02-17 19-35-24,4
2022-02-17 19-38-24,2
2022-02-17 19-45-44,5
2022-02-17 19-50-24,3
2022-02-17 19-54-24,1
2022-02-17 19-59-44,2
2022-02-17 20-03-24,3
2022-02-17 20-09-05,0
2022-02-17 20-14-45,3
2022-02-17 20-19-05,0
2022-02-17 20-24-05,2
2022-02-17 20-29-05,3
2022-02-17 20-33-26,2
2022-02-17 20-39-46,2
2022-02-17 20-45-06,1
2022-02-17 20-50-26,4
2022-02-17 20-54-46,1
2022-02-17 20-59-27,0
2022-02-17 21-09-07,1
2022-02-17 21-14-07,1
2022-02-17 21-20-27,0
2022-02-17 21-24-27,1
2022-02-17 21-28-48,1
2022-02-17 21-35-28,0
2022-02-17 21-40-28,2
2022-02-17 21-44-08,1
2022-02-17 21-48-48,2
2022-02-17 21-53-08,0
2022-02-17 21-58-49,1
2022-02-17 22-09-49,0
2022-02-17 22-19-49,0
2022-02-17 22-23-29,1
2022-02-17 22-27-30,2
2022-02-17 22-32-30,0
2022-02-17 22-39-10,0
2022-02-17 22-44-10,0
2022-02-17 22-49-10,0
2022-02-17 22-54-11,1
2022-02-17 22-58-11,0
2022-02-17 23-05-51,1
2022-02-17 23-09-31,0
2022-02-17 23-20-12,2
2022-02-17 23-24-12,0
2022-02-17 23-29-12,2
2022-02-17 23-34-12,0
2022-02-17 23-39-12,1
2022-02-17 23-44-13,1
2022-02-17 23-49-33,1
2022-02-17 23-55-33,2
2022-02-17 23-58-53,0
2022-02-18 00-03-53,0
2022-02-18 00-09-13,0
2022-02-18 00-15-14,2
2022-02-18 00-19-34,1
2022-02-18 00-24-14,0
2022-02-18 00-28-54,1
2022-02-18 00-34-55,0
2022-02-18 00-38-55,1
2022-02-18 00-45-15,2
2022-02-18 00-49-55,0
2022-02-18 00-54-35,0
2022-02-18 00-59-15,0
2022-02-18 01-03-16,0
2022-02-18 01-08-36,1
2022-02-18 01-15-36,0
2022-02-18 01-18-56,0
2022-02-18 01-23-56,1
2022-02-18 01-27-16,0
2022-02-18 01-37-57,1
2022-02-18 01-40-17,0
2022-02-18 01-48-37,0
2022-02-18 01-53-18,0
2022-02-18 01-59-18,0
2022-02-18 02-04-58,0
2022-02-18 02-09-38,1
2022-02-18 02-15-38,0
2022-02-18 02-19-39,1
2022-02-18 02-24-19,0
2022-02-18 02-29-59,1
2022-02-18 02-34-19,0
2022-02-18 02-37-19,0
2022-02-18 02-44-19,0
2022-02-18 02-50-20,0
2022-02-18 02-53-20,1
2022-02-18 03-00-40,1
2022-02-18 03-02-00,0
2022-02-18 03-09-40,0
2022-02-18 03-14-41,0
2022-02-18 03-21-41,0
2022-02-18 03-23-41,0
2022-02-18 03-29-01,0
2022-02-18 03-35-21,0
2022-02-18 03-39-22,0
2022-02-18 03-44-02,0
2022-02-18 03-50-02,0
2022-02-18 03-54-22,0
2022-02-18 03-59-22,0
2022-02-18 04-05-03,0
2022-02-18 04-08-23,0
2022-02-18 04-18-03,0
2022-02-18 04-24-03,0
2022-02-18 04-28-24,0
2022-02-18 04-34-04,1
2022-02-18 04-39-44,0
2022-02-18 04-43-24,0
2022-02-18 04-49-04,0
2022-02-18 04-53-25,0
2022-02-18 04-59-45,2
2022-02-18 05-05-45,0
2022-02-18 05-09-05,0
2022-02-18 05-14-05,0
2022-02-18 05-19-45,0
2022-02-18 05-24-06,1
2022-02-18 05-29-06,1
2022-02-18 05-33-06,0
2022-02-18 05-38-46,0
2022-02-18 05-43-46,2
2022-02-18 05-48-07,3
2022-02-18 05-52-27,1
2022-02-18 05-57-47,2
2022-02-18 06-03-07,0
2022-02-18 06-09-47,0
2022-02-18 06-13-48,0
2022-02-18 06-19-08,2
